May_19_2015,BAJAJFINSV,true
May_18_2015,BAJAJFINSV,true
May_15_2015,BAJAJFINSV,false
May_14_2015,BAJAJFINSV,true
May_13_2015,BAJAJFINSV,false
May_12_2015,BAJAJFINSV,true
May_11_2015,BAJAJFINSV,true
May_8_2015,BAJAJFINSV,true
May_7_2015,BAJAJFINSV,true
May_6_2015,BAJAJFINSV,true
May_5_2015,BAJAJFINSV,true
May_4_2015,BAJAJFINSV,true
Apr_30_2015,BAJAJFINSV,true
Apr_29_2015,BAJAJFINSV,true
Apr_28_2015,BAJAJFINSV,false
Apr_27_2015,BAJAJFINSV,true
Apr_24_2015,BAJAJFINSV,true
Apr_23_2015,BAJAJFINSV,true
Apr_22_2015,BAJAJFINSV,true
Apr_21_2015,BAJAJFINSV,false
Apr_20_2015,BAJAJFINSV,true
Apr_17_2015,BAJAJFINSV,false
Apr_16_2015,BAJAJFINSV,true
Apr_15_2015,BAJAJFINSV,true
Apr_13_2015,BAJAJFINSV,false
Apr_10_2015,BAJAJFINSV,true
Apr_9_2015,BAJAJFINSV,true
Apr_8_2015,BAJAJFINSV,true
Apr_7_2015,BAJAJFINSV,false
Apr_6_2015,BAJAJFINSV,false
Apr_1_2015,BAJAJFINSV,true
Mar_31_2015,BAJAJFINSV,true
Mar_30_2015,BAJAJFINSV,true
Mar_27_2015,BAJAJFINSV,false
